t(sec) 1   2   3   4   5   6   7   8   9  10  11  12  13  14  15  16  17  18  19  20  21  22  23  24  25  26  27  28  29  30  31  32  33  34  35  36  37  38  39  40  41  42  43  44  45  46  47  48  49  50  51  52  53  54  55  56  57  58  59  60  61  62  63  64
18.184800 4.176529 4.128466 4.069477 4.027058 3.283342 2.795864 2.765698 2.952151 3.048588 3.105864 3.136982 3.000133 3.061039 3.258048 3.600851 3.847146 3.075698 3.020872 3.266821 3.676493 3.876493 3.898154 3.827058 3.036821 3.891484 3.849477 3.827252 3.069944 2.760851 2.951872 3.056529 3.179827 3.076821 3.073749 3.250654 3.666879 3.916713 3.882151 3.839827 3.029477 2.808506 2.909477 3.120960 3.124169 3.060872 3.020851 3.295449 3.666879 3.188601 3.191039 3.141484 2.884257 3.097451 3.161484 3.110654 3.178588 3.206713 3.156879 3.140930 2.941039 3.050851 3.190960 3.110872 3.174257
18.194600 4.174742 4.128066 4.067967 4.023599 3.286125 2.794030 2.765298 2.950270 3.046709 3.104030 3.136299 2.999733 3.059294 3.257648 3.600451 3.844281 3.075298 3.019304 3.266421 3.674707 3.874707 3.898895 3.823599 3.036421 3.889633 3.847967 3.827124 3.065386 2.760451 2.959163 3.054742 3.180653 3.076421 3.073627 3.248772 3.663894 3.913008 3.880270 3.840653 3.027967 2.802688 2.907967 3.120560 3.123769 3.059304 3.020451 3.292580 3.663894 3.186982 3.189294 3.139633 2.882401 3.093087 3.159633 3.108772 3.176709 3.203008 3.155278 3.139129 2.939294 3.050451 3.190560 3.109304 3.172401
18.204400 4.174953 4.128277 4.067865 4.026222 3.283704 2.795372 2.765509 2.950482 3.048086 3.105372 3.136862 2.998837 3.059506 3.257859 3.600662 3.841411 3.075509 3.018055 3.266632 3.676011 3.876011 3.899429 3.826222 3.036632 3.889845 3.847865 3.825836 3.064093 2.760662 2.959924 3.054953 3.181211 3.076632 3.071120 3.248983 3.663777 3.914759 3.880482 3.841211 3.027865 2.801036 2.907865 3.119578 3.123981 3.058055 3.020662 3.292093 3.663777 3.185668 3.189506 3.139845 2.883760 3.092605 3.159845 3.108983 3.178086 3.204759 3.155150 3.139340 2.939506 3.050662 3.189578 3.108055 3.173760
18.214100 4.172426 4.128823 4.068816 4.027813 3.281709 2.795336 2.766092 2.950009 3.048064 3.105336 3.133661 2.997938 3.058037 3.257387 3.600190 3.845421 3.076092 3.017583 3.266160 3.676987 3.876987 3.896456 3.827813 3.036160 3.889373 3.848816 3.826455 3.063621 2.760190 2.948825 3.052426 3.179166 3.076160 3.067962 3.248511 3.665849 3.917648 3.880009 3.839166 3.028816 2.804335 2.908816 3.116402 3.123508 3.057583 3.020190 3.295911 3.665849 3.185196 3.188037 3.139373 2.884809 3.095283 3.159373 3.108511 3.178064 3.207648 3.155127 3.139906 2.938037 3.050190 3.186402 3.107583 3.174809
18.223900 4.172849 4.131767 4.070248 4.025486 3.281106 2.795253 2.767068 2.951527 3.046896 3.105253 3.134647 2.999920 3.056045 3.255694 3.600638 3.851387 3.077068 3.018031 3.267631 3.678436 3.878436 3.894362 3.825486 3.037631 3.889821 3.850248 3.829574 3.066203 2.760638 2.947618 3.052849 3.178527 3.077631 3.067853 3.250030 3.667854 3.921961 3.881527 3.838527 3.030248 2.806967 2.910248 3.114103 3.124967 3.058031 3.020638 3.299109 3.667854 3.185645 3.186045 3.139821 2.885258 3.095731 3.159821 3.110030 3.176896 3.211961 3.155029 3.140873 2.936045 3.050638 3.184103 3.108031 3.175258
18.233700 4.177261 4.132114 4.071548 4.024651 3.284401 2.796635 2.766275 2.951918 3.046684 3.106635 3.137831 2.999708 3.054338 3.252186 3.600426 3.851623 3.076275 3.017819 3.267995 3.680738 3.880738 3.892594 3.824651 3.037995 3.889609 3.851548 3.827890 3.068233 2.760426 2.948472 3.057261 3.175583 3.077995 3.069312 3.250422 3.667642 3.920068 3.881918 3.835583 3.031548 2.807197 2.911548 3.115404 3.125324 3.057819 3.020426 3.300581 3.667642 3.185432 3.184338 3.139609 2.885045 3.095519 3.159609 3.110422 3.176684 3.210068 3.156454 3.140090 2.934338 3.050426 3.185404 3.107819 3.175045
18.243500 4.177202 4.131444 4.074288 4.025271 3.288577 2.796576 2.767825 2.950186 3.047639 3.106576 3.136725 3.000611 3.054279 3.252127 3.600367 3.850836 3.077825 3.017760 3.267307 3.681295 3.881295 3.892535 3.825271 3.037307 3.889550 3.854288 3.821835 3.069542 2.760367 2.950125 3.057202 3.173824 3.077307 3.068222 3.249704 3.668559 3.920009 3.880186 3.833824 3.034288 2.809487 2.914288 3.119439 3.124644 3.057760 3.020367 3.297407 3.668559 3.185373 3.184279 3.139550 2.885984 3.094427 3.159550 3.109704 3.177639 3.210009 3.155386 3.141614 2.934279 3.050367 3.189439 3.107760 3.175984
18.253300 4.177095 4.135638 4.077075 4.021391 3.280819 2.796470 2.768660 2.950080 3.049231 3.106470 3.134864 3.001190 3.054173 3.251042 3.600261 3.844781 3.078660 3.017654 3.268826 3.680512 3.880512 3.891504 3.821391 3.038826 3.889443 3.857075 3.821010 3.069649 2.760261 2.949019 3.057095 3.173718 3.078826 3.066389 3.251300 3.670088 3.917907 3.880080 3.833718 3.037075 2.805697 2.917075 3.117594 3.127067 3.057654 3.020261 3.292081 3.670088 3.185267 3.184173 3.139443 2.888510 3.092591 3.159443 3.111300 3.179231 3.207907 3.154560 3.141508 2.934173 3.050261 3.187594 3.107654 3.178510
18.263100 4.178370 4.138281 4.075138 4.019167 3.279511 2.797774 2.770733 2.950482 3.049633 3.107774 3.135265 3.000828 3.053727 3.249703 3.601586 3.846005 3.080733 3.018958 3.271009 3.683412 3.883412 3.890262 3.819167 3.041009 3.890758 3.855138 3.824065 3.064175 2.761586 2.947641 3.058370 3.173172 3.081009 3.066791 3.252635 3.670490 3.916664 3.880482 3.833172 3.035138 2.803535 2.915138 3.117042 3.129109 3.058958 3.021586 3.293436 3.670490 3.186611 3.183727 3.140758 2.890619 3.088247 3.160758 3.112635 3.179633 3.206664 3.156690 3.142791 2.933727 3.051586 3.187042 3.108958 3.180619
18.272900 4.179710 4.133827 4.076447 4.020677 3.277400 2.799170 2.771273 2.950151 3.050206 3.109170 3.134935 3.002187 3.051778 3.249373 3.603920 3.842929 3.081273 3.020353 3.274086 3.684749 3.884749 3.889075 3.820677 3.044086 3.891287 3.856447 3.824607 3.066470 2.763920 2.947311 3.059710 3.171029 3.084086 3.065541 3.254089 3.671030 3.919049 3.880151 3.831029 3.036447 2.805001 2.916447 3.115815 3.129633 3.060353 3.023920 3.294004 3.671030 3.188082 3.181778 3.141287 2.890289 3.083451 3.161287 3.114089 3.180206 3.209049 3.156360 3.144147 2.931778 3.053920 3.185815 3.110353 3.180289
18.282700 4.179928 4.136540 4.077472 4.020895 3.274058 2.800238 2.773233 2.951247 3.053110 3.110238 3.133342 3.003238 3.051199 3.248713 3.605933 3.842195 3.083233 3.021421 3.274304 3.685789 3.885789 3.887583 3.820895 3.044304 3.890593 3.857472 3.823898 3.063023 2.765933 2.946631 3.059928 3.171248 3.084304 3.063029 3.255186 3.673834 3.916524 3.881247 3.831248 3.037472 2.805220 2.917472 3.116986 3.132390 3.061421 3.025933 3.298657 3.673834 3.188300 3.181199 3.140593 2.892233 3.093773 3.160593 3.115186 3.183110 3.206524 3.156578 3.145196 2.931199 3.055933 3.186986 3.111421 3.182233
18.292500 4.181161 4.137886 4.079583 4.021413 3.273698 2.802481 2.773691 2.951874 3.054586 3.112481 3.130067 3.005426 3.049170 3.246513 3.606416 3.844580 3.083691 3.022839 3.274757 3.687944 3.887944 3.887222 3.821413 3.044757 3.892032 3.859583 3.824519 3.065481 2.766416 2.945261 3.061161 3.170024 3.084757 3.062530 3.256666 3.675242 3.915155 3.881874 3.830024 3.039583 2.803146 2.919583 3.113878 3.134568 3.062839 3.026416 3.306238 3.675242 3.187940 3.179170 3.142032 2.896321 3.095283 3.162032 3.116666 3.184586 3.205155 3.157064 3.146575 2.929170 3.056416 3.183878 3.112839 3.186321
18.302300 4.184270 4.139019 4.081675 4.023716 3.276479 2.805454 2.775863 2.951201 3.055777 3.115454 3.132369 3.008343 3.049548 3.246890 3.609450 3.846862 3.085863 3.023217 3.276916 3.690066 3.890066 3.887600 3.823716 3.046916 3.893208 3.861675 3.823044 3.064811 2.769450 2.947547 3.064270 3.168507 3.086916 3.066696 3.257859 3.677187 3.918269 3.881201 3.828507 3.041675 2.802228 2.921675 3.113182 3.137477 3.063217 3.029450 3.295166 3.677187 3.189141 3.179548 3.143208 2.898532 3.095660 3.163208 3.117859 3.185777 3.208269 3.159297 3.147723 2.929548 3.059450 3.183182 3.113217 3.188532
18.312100 4.183303 4.141590 4.079652 4.023811 3.279915 2.808133 2.777435 2.953196 3.058538 3.118133 3.138803 3.010967 3.049642 3.246216 3.611429 3.846957 3.087435 3.024055 3.277745 3.690879 3.890879 3.887694 3.823811 3.047745 3.895164 3.859652 3.823138 3.066801 2.771429 2.947641 3.063303 3.167820 3.087745 3.066011 3.259856 3.680938 3.918736 3.883196 3.827820 3.039652 2.808069 2.919652 3.115220 3.140091 3.064055 3.031429 3.295261 3.680938 3.191932 3.179642 3.145164 2.899381 3.094973 3.165164 3.119856 3.188538 3.208736 3.160155 3.150343 2.929642 3.061429 3.185220 3.114055 3.189381
18.321900 4.186420 4.143991 4.077591 4.023716 3.274075 2.809925 2.781087 2.953102 3.061129 3.119925 3.149435 3.012719 3.048875 3.244913 3.612069 3.846106 3.091087 3.026562 3.280219 3.693299 3.893299 3.887600 3.823716 3.050219 3.895070 3.857591 3.823044 3.065968 2.772069 2.946789 3.066420 3.165747 3.090219 3.063938 3.261244 3.681556 3.915421 3.883102 3.825747 3.037591 2.806482 2.917591 3.113611 3.141836 3.066562 3.032069 3.295924 3.681556 3.193805 3.178875 3.145070 2.901929 3.093651 3.165070 3.121244 3.191129 3.205421 3.161998 3.152091 2.928875 3.062069 3.183611 3.116562 3.191929
18.331700 4.194364 4.150730 4.091568 4.027961 3.278320 2.814860 2.785332 2.956633 3.067347 3.124860 3.139415 3.017640 3.051327 3.250421 3.619685 3.849062 3.095332 3.032718 3.286351 3.700059 3.900059 3.891170 3.827961 3.056351 3.900013 3.871568 3.827288 3.068243 2.779685 2.949013 3.074364 3.169992 3.096351 3.068907 3.269443 3.688387 3.920954 3.886633 3.829992 3.051568 2.807464 2.931568 3.115276 3.147427 3.072718 3.039685 3.301459 3.688387 3.198050 3.181327 3.150013 2.908816 3.098454 3.170013 3.129443 3.197347 3.210954 3.166242 3.156335 2.931327 3.069685 3.185276 3.122718 3.198816
18.341400 4.194608 4.152826 4.093037 4.027588 3.277947 2.817702 2.785592 2.954917 3.067632 3.127702 3.139043 3.019165 3.050954 3.248043 3.622629 3.851407 3.095592 3.032345 3.286607 3.702175 3.902175 3.888904 3.827588 3.056607 3.901601 3.873037 3.826916 3.067870 2.782629 2.947967 3.074608 3.169619 3.096607 3.072574 3.269729 3.691207 3.918537 3.884917 3.829619 3.053037 2.808446 2.933037 3.118324 3.151458 3.072345 3.042629 3.298365 3.691207 3.197677 3.180954 3.151601 2.911058 3.094676 3.171601 3.129729 3.197632 3.208537 3.166525 3.155963 2.930954 3.072629 3.188324 3.122345 3.201058
18.351200 4.196884 4.155079 4.093949 4.029287 3.277097 2.822055 2.788537 2.956738 3.069451 3.132055 3.138807 3.020113 3.049584 3.247182 3.621592 3.851358 3.098537 3.032714 3.288337 3.705032 3.905032 3.888668 3.829287 3.058337 3.901977 3.873949 3.826059 3.063897 2.781592 2.945626 3.076884 3.169383 3.098337 3.075434 3.272178 3.694929 3.917026 3.886738 3.829383 3.053949 2.805507 2.933949 3.115347 3.153755 3.072714 3.041592 3.295385 3.694929 3.198072 3.179584 3.151977 2.913458 3.096533 3.171977 3.132178 3.199451 3.207026 3.168335 3.156318 2.929584 3.071592 3.185347 3.122714 3.203458
18.361000 4.200393 4.158026 4.098795 4.033856 3.274946 2.825110 2.793032 2.957210 3.071074 3.135110 3.139279 3.025095 3.046259 3.245560 3.626781 3.844836 3.103032 3.036325 3.289359 3.709955 3.909955 3.888595 3.833856 3.059359 3.904497 3.878795 3.824453 3.054156 2.786781 2.944919 3.080393 3.169855 3.099359 3.064118 3.275320 3.696510 3.913229 3.887210 3.829855 3.058795 2.802712 2.938795 3.113093 3.157290 3.076325 3.046781 3.293128 3.696510 3.200657 3.176259 3.154497 2.917118 3.096419 3.174497 3.135320 3.201074 3.203229 3.169380 3.159313 2.926259 3.076781 3.183093 3.126325 3.207118
18.370800 4.204195 4.159801 4.100547 4.024867 3.272122 2.826994 2.792840 2.957038 3.074629 3.136994 3.138559 3.026923 3.045539 3.245390 3.628726 3.840811 3.102840 3.040277 3.291208 3.711237 3.911237 3.885852 3.824867 3.061208 3.903777 3.880547 3.823733 3.062517 2.788726 2.940943 3.084195 3.169135 3.101208 3.060167 3.277840 3.700962 3.912509 3.887038 3.829135 3.060547 2.798232 2.940547 3.110747 3.161129 3.080277 3.048726 3.290780 3.700962 3.200491 3.175539 3.153777 2.920604 3.093522 3.173777 3.137840 3.204629 3.202509 3.171334 3.161136 2.925539 3.078726 3.180747 3.130277 3.210604
18.380600 4.206961 4.162060 4.104703 4.027352 3.273395 2.829845 2.795173 2.958932 3.075398 3.139845 3.140420 3.030214 3.046260 3.247807 3.631638 3.837697 3.105173 3.042622 3.293526 3.711973 3.911973 3.886593 3.827352 3.063526 3.904025 3.884703 3.824499 3.064406 2.791638 2.945092 3.086961 3.169383 3.103526 3.064287 3.282426 3.705379 3.912757 3.888932 3.829383 3.064703 2.801189 2.944703 3.112677 3.163424 3.082622 3.051638 3.293779 3.705379 3.202402 3.176260 3.154025 2.921364 3.094300 3.174025 3.142426 3.205398 3.202757 3.173738 3.163435 2.926260 3.081638 3.182677 3.132622 3.211364
18.390400 4.209715 4.163671 4.111647 4.027078 3.277462 2.833163 2.795884 2.957467 3.078320 3.143163 3.146429 3.034610 3.048040 3.248043 3.634539 3.843423 3.105884 3.043336 3.294234 3.712876 3.912876 3.888437 3.827078 3.064234 3.904261 3.891647 3.826425 3.062454 2.794539 2.943083 3.089715 3.169619 3.104234 3.062294 3.283157 3.706565 3.913497 3.887467 3.829619 3.071647 2.804134 2.951647 3.110670 3.164592 3.083336 3.054539 3.295755 3.706565 3.200920 3.178040 3.154261 2.924242 3.096769 3.174261 3.143157 3.208320 3.203497 3.173974 3.164138 2.928040 3.084539 3.180670 3.133336 3.214242
18.400200 4.211992 4.169192 4.105708 4.025502 3.274586 2.837678 2.797785 2.959453 3.080303 3.147678 3.141608 3.035249 3.045367 3.247345 3.636963 3.847725 3.107785 3.045697 3.296121 3.708563 3.908563 3.885664 3.825502 3.066121 3.904477 3.885708 3.824899 3.063139 2.796963 2.942847 3.091992 3.169383 3.106121 3.062527 3.285607 3.711049 3.916000 3.889453 3.829383 3.065708 2.806137 2.945708 3.111378 3.168553 3.085697 3.056963 3.294190 3.711049 3.203395 3.175367 3.154477 2.926190 3.099352 3.174477 3.145607 3.210303 3.206000 3.173738 3.166004 2.925367 3.086963 3.181378 3.135697 3.216190
18.410000 4.214103 4.167101 4.107780 4.029731 3.272774 2.839861 2.798181 2.959453 3.080303 3.149861 3.141184 3.039523 3.043695 3.245088 3.639605 3.847305 3.108181 3.047879 3.296121 3.719107 3.919107 3.883922 3.829731 3.066121 3.906685 3.887780 3.828969 3.067224 2.799605 2.943268 3.094103 3.169383 3.106121 3.065234 3.287863 3.713217 3.918301 3.889453 3.829383 3.067780 2.806137 2.947780 3.115985 3.168553 3.087879 3.059605 3.298381 3.713217 3.205673 3.173695 3.156685 2.926595 3.111018 3.176685 3.147863 3.210303 3.208301 3.174147 3.166393 2.923695 3.089605 3.185985 3.137879 3.216595
18.419800 4.214822 4.167457 4.108133 4.026956 3.275040 2.840233 2.800767 2.959453 3.081070 3.150233 3.138410 3.039887 3.045438 3.245088 3.641890 3.844560 3.110767 3.048251 3.296488 3.719466 3.919466 3.886100 3.826956 3.066488 3.907061 3.888133 3.826680 3.064926 2.801890 2.945233 3.094822 3.169383 3.106488 3.066794 3.288632 3.713587 3.916733 3.889453 3.829383 3.068133 2.806137 2.948133 3.115593 3.169278 3.088251 3.061890 3.295238 3.713587 3.205673 3.175438 3.157061 2.929237 3.098905 3.177061 3.148632 3.211070 3.206733 3.176438 3.168573 2.925438 3.091890 3.185593 3.138251 3.219237
18.429600 4.218954 4.168392 4.110368 4.024681 3.274804 2.842601 2.802774 2.959217 3.085493 3.152601 3.136505 3.042199 3.043085 3.244852 3.642007 3.841943 3.112774 3.050616 3.298821 3.721745 3.921745 3.885864 3.824681 3.068821 3.909109 3.890368 3.826444 3.063979 2.802007 2.942611 3.098954 3.169147 3.108821 3.061822 3.293064 3.716280 3.908069 3.889217 3.829147 3.070368 2.805541 2.950368 3.113702 3.173446 3.090616 3.062007 3.290596 3.716280 3.205437 3.173085 3.159109 2.931643 3.096297 3.179109 3.153064 3.215493 3.198069 3.176202 3.168337 2.923085 3.092007 3.183702 3.140616 3.221643
18.439400 4.219852 4.163941 4.113430 4.028046 3.275394 2.846113 2.803681 2.959807 3.086412 3.156113 3.141623 3.045338 3.043675 3.245442 3.645262 3.843205 3.113681 3.053808 3.301665 3.724542 3.924542 3.886143 3.828046 3.071665 3.910021 3.893430 3.827688 3.060849 2.805262 2.943201 3.099852 3.169737 3.111665 3.062413 3.293984 3.721410 3.916555 3.889807 3.829737 3.073430 2.804418 2.953430 3.118442 3.174347 3.093808 3.065262 3.294273 3.721410 3.206027 3.173675 3.160021 2.934876 3.095548 3.180021 3.153984 3.216412 3.206555 3.177120 3.169238 2.923675 3.095262 3.188442 3.143808 3.224876
18.449200 4.221884 4.174531 4.115140 4.030334 3.274911 2.850253 2.805205 2.959323 3.088313 3.160253 3.138677 3.047399 3.043191 3.244958 3.647144 3.847901 3.115205 3.055923 3.301181 3.724337 3.924337 3.883403 3.830334 3.071181 3.911582 3.895140 3.831650 3.067802 2.807144 2.943023 3.101884 3.168950 3.111181 3.062232 3.295889 3.720926 3.920943 3.889323 3.828950 3.075140 2.808743 2.955140 3.113385 3.176118 3.095923 3.067144 3.298672 3.720926 3.205845 3.173191 3.161582 2.936738 3.087175 3.181582 3.155889 3.218313 3.210943 3.178713 3.171295 2.923191 3.097144 3.183385 3.145923 3.226738
18.459000 4.224041 4.174425 4.115033 4.032468 3.274804 2.850386 2.803012 2.959217 3.088453 3.160386 3.138316 3.049818 3.043309 3.244852 3.647282 3.850010 3.113012 3.058156 3.301075 3.726492 3.926492 3.883530 3.832468 3.071075 3.909350 3.895033 3.829387 3.069860 2.807282 2.945390 3.104041 3.166639 3.111075 3.064580 3.295783 3.721057 3.920585 3.889217 3.826639 3.075033 2.808886 2.955033 3.116001 3.176244 3.098156 3.067282 3.298566 3.721057 3.208180 3.173309 3.159350 2.936631 3.101572 3.179350 3.155783 3.218453 3.210585 3.176448 3.173242 2.923309 3.097282 3.186001 3.148156 3.226631
18.468800 4.224636 4.174611 4.115423 4.029856 3.275410 2.852954 2.805776 2.959606 3.091090 3.162954 3.136385 3.052548 3.045940 3.245461 3.650119 3.848327 3.115776 3.058546 3.301255 3.726882 3.926882 3.886461 3.829856 3.071255 3.912158 3.895423 3.832012 3.068007 2.810119 2.946004 3.104636 3.169536 3.111255 3.065415 3.296392 3.723611 3.918678 3.889606 3.829536 3.075423 2.811764 2.955423 3.118466 3.178758 3.098546 3.070119 3.299180 3.723611 3.208570 3.175940 3.162158 2.937021 3.099450 3.182158 3.156392 3.221090 3.208678 3.179294 3.171296 2.925940 3.100119 3.188466 3.148546 3.227021
18.478500 4.226667 4.171988 4.115118 4.025058 3.277711 2.850383 2.805464 2.959453 3.088278 3.160383 3.138807 3.052395 3.045936 3.247807 3.649966 3.853272 3.115464 3.058392 3.298717 3.726420 3.926420 3.888668 3.825058 3.068717 3.912004 3.895118 3.829541 3.070506 2.809966 2.948404 3.106667 3.169383 3.108717 3.070499 3.298573 3.721056 3.921241 3.889453 3.829383 3.075118 2.811776 2.955118 3.113714 3.176092 3.098392 3.069966 3.301580 3.721056 3.208250 3.175936 3.162004 2.936706 3.099129 3.182004 3.158573 3.218278 3.211241 3.178976 3.170987 2.925936 3.099966 3.183714 3.148392 3.226706
18.488300 4.224513 4.169729 4.112757 4.032912 3.278082 2.850486 2.803246 2.959552 3.085965 3.160486 3.139043 3.052501 3.048613 3.248180 3.650066 3.853648 3.113246 3.058628 3.298953 3.721883 3.921883 3.889034 3.832912 3.068953 3.912240 3.892757 3.832176 3.073286 2.810066 2.948781 3.104513 3.169758 3.108953 3.073744 3.296255 3.721160 3.924082 3.889552 3.829758 3.072757 2.814582 2.952757 3.121913 3.173918 3.098628 3.070066 3.301816 3.721160 3.205909 3.178613 3.162240 2.934299 3.097048 3.182240 3.156255 3.215965 3.214082 3.176674 3.168809 2.928613 3.100066 3.191913 3.148628 3.224299
18.498100 4.224065 4.166888 4.107667 4.027140 3.280276 2.847435 2.802693 2.956525 3.085517 3.157435 3.138482 3.049608 3.050604 3.250314 3.647061 3.855500 3.112693 3.058180 3.298504 3.721333 3.921333 3.891023 3.827140 3.068504 3.911685 3.887667 3.829166 3.072838 2.807061 2.950970 3.104065 3.171930 3.108504 3.080820 3.295698 3.718126 3.923411 3.886525 3.831930 3.067667 2.814025 2.947667 3.123990 3.173367 3.098180 3.067061 3.301923 3.718126 3.205460 3.180604 3.161685 2.931316 3.101736 3.181685 3.155698 3.215517 3.213411 3.176226 3.168360 2.930604 3.097061 3.193990 3.148180 3.221316
18.507900 4.223990 4.166814 4.109939 4.027059 3.282763 2.844886 2.800161 2.956502 3.085438 3.154886 3.135826 3.049584 3.052898 3.250290 3.647038 3.847489 3.110161 3.058103 3.298428 3.718870 3.918870 3.891000 3.827059 3.068428 3.909162 3.889939 3.829142 3.072705 2.807038 2.951003 3.103990 3.171906 3.108428 3.072798 3.293009 3.715541 3.918121 3.886502 3.831906 3.069939 2.811319 2.949939 3.121245 3.170830 3.098103 3.067038 3.314955 3.715541 3.205437 3.182898 3.159162 2.931293 3.099004 3.179162 3.153009 3.215438 3.208121 3.176202 3.168285 2.932898 3.097038 3.191245 3.148103 3.221293
18.517700 4.221970 4.164816 4.105519 4.024785 3.280590 2.845331 2.800634 2.956974 3.083279 3.155331 3.139043 3.050056 3.050979 3.250735 3.647510 3.847962 3.110634 3.056000 3.296357 3.719317 3.919317 3.891472 3.824785 3.066357 3.912240 3.885519 3.829614 3.067870 2.807510 2.954170 3.101970 3.172378 3.106357 3.070568 3.290818 3.713453 3.921281 3.886974 3.832378 3.065519 2.809109 2.945519 3.118997 3.168789 3.096000 3.067510 3.301760 3.713453 3.205909 3.180979 3.162240 2.931765 3.096741 3.182240 3.150818 3.213279 3.211281 3.176647 3.166240 2.930979 3.097510 3.188997 3.146000 3.221765
18.527500 4.218807 4.161653 4.102356 4.021621 3.274784 2.839564 2.797470 2.953810 3.082802 3.149564 3.135879 3.046893 3.050256 3.244879 3.644347 3.844798 3.107470 3.052837 3.293194 3.713639 3.913639 3.888308 3.821621 3.063194 3.909077 3.882356 3.826451 3.064707 2.804347 2.948255 3.098807 3.169215 3.103194 3.067405 3.287654 3.710290 3.915374 3.883810 3.829215 3.062356 2.805946 2.942356 3.115834 3.165625 3.092837 3.064347 3.293096 3.710290 3.202745 3.180256 3.159077 2.928602 3.090843 3.179077 3.147654 3.212802 3.205374 3.170810 3.163076 2.930256 3.094347 3.185834 3.142837 3.218602
18.537300 4.217956 4.160803 4.101506 4.023546 3.273934 2.841318 2.796620 2.952960 3.081952 3.151318 3.132256 3.046043 3.046965 3.244029 3.643496 3.841203 3.106620 3.054588 3.292344 3.712789 3.912789 3.884916 3.823546 3.062344 3.908227 3.881506 3.822929 3.066537 2.803496 2.944655 3.097956 3.165633 3.102344 3.063824 3.289495 3.709440 3.914523 3.882960 3.825633 3.061506 2.807805 2.941506 3.114984 3.164775 3.094588 3.063496 3.294997 3.709440 3.201895 3.176965 3.158227 2.927751 3.095463 3.178227 3.149495 3.211952 3.204523 3.172634 3.162226 2.926965 3.093496 3.184984 3.144588 3.217751
18.547100 4.217767 4.158145 4.101317 4.026133 3.276361 2.838578 2.793871 2.952771 3.079104 3.148578 3.129293 3.045854 3.046752 3.246505 3.640670 3.846420 3.103871 3.051851 3.289613 3.712600 3.912600 3.884702 3.826133 3.059613 3.908038 3.881317 3.822713 3.066376 2.800670 2.944438 3.097767 3.165417 3.099613 3.063608 3.289334 3.709251 3.911619 3.882771 3.825417 3.061317 2.810325 2.941317 3.114795 3.164586 3.091851 3.060670 3.292113 3.709251 3.201706 3.176752 3.158038 2.927562 3.095330 3.178038 3.149334 3.209104 3.201619 3.169826 3.159520 2.926752 3.090670 3.184795 3.141851 3.217562
18.556900 4.218015 4.163181 4.101565 4.021055 3.279227 2.838773 2.794066 2.953019 3.076693 3.148773 3.132175 3.046102 3.049367 3.246808 3.640863 3.844118 3.104066 3.052046 3.289808 3.710408 3.910408 3.887415 3.821055 3.059808 3.908286 3.881565 3.817780 3.061424 2.800863 2.947353 3.098015 3.168314 3.099808 3.069150 3.286972 3.706991 3.917133 3.883019 3.828314 3.061565 2.805374 2.941565 3.131032 3.162372 3.092046 3.060863 3.289638 3.706991 3.201954 3.179367 3.158286 2.922685 3.092925 3.178286 3.146972 3.206693 3.207133 3.170019 3.159716 2.929367 3.090863 3.201032 3.142046 3.212685
18.566700 4.218192 4.156380 4.099371 4.021007 3.279511 2.838950 2.794243 2.953196 3.079337 3.148950 3.132464 3.043834 3.049642 3.249566 3.641040 3.844184 3.104243 3.052223 3.289985 3.710484 3.910484 3.887694 3.821007 3.059985 3.908463 3.879371 3.820303 3.066527 2.801040 2.945003 3.098192 3.168601 3.099985 3.069548 3.287040 3.707063 3.914899 3.883196 3.828601 3.059371 2.797537 2.939371 3.118696 3.162447 3.092223 3.061040 3.289704 3.707063 3.202131 3.179642 3.158463 2.922649 3.090368 3.178463 3.147040 3.209337 3.204899 3.170196 3.159893 2.929642 3.091040 3.188696 3.142223 3.212649
18.576500 4.217862 4.155668 4.098915 4.023310 3.266637 2.838620 2.791459 2.952866 3.076595 3.148620 3.132133 3.043374 3.049312 3.249373 3.640710 3.836038 3.101459 3.051892 3.292092 3.707767 3.907767 3.889776 3.823310 3.062092 3.908132 3.878915 3.820109 3.061382 2.800710 2.947142 3.097862 3.168271 3.102092 3.066627 3.286710 3.704279 3.909221 3.882866 3.828271 3.058915 2.801933 2.938915 3.115058 3.159707 3.091892 3.060710 3.286763 3.704279 3.201801 3.179312 3.158132 2.924826 3.089898 3.178132 3.146710 3.206595 3.199221 3.169866 3.159563 2.929312 3.090710 3.185058 3.141892 3.214826
18.586300 4.217956 4.155762 4.099009 4.020969 3.273367 2.836270 2.793823 2.952960 3.079047 3.146270 3.132228 3.043468 3.049406 3.249467 3.640804 3.835629 3.103823 3.051987 3.289932 3.707707 3.907707 3.887640 3.820969 3.059932 3.908227 3.879009 3.820204 3.056115 2.800804 2.944823 3.097956 3.168365 3.099932 3.053740 3.284278 3.704215 3.908979 3.882960 3.828365 3.059009 2.797273 2.939009 3.112404 3.159646 3.091987 3.060804 3.281526 3.704215 3.199346 3.179406 3.158227 2.922601 3.089993 3.178227 3.144278 3.209047 3.198979 3.169960 3.159657 2.929406 3.090804 3.182404 3.141987 3.212601
